FECHA;ACTIVIDAD;TERRITORIAL;SERVICIO;IDIOMA;OFRECIDAS;ATENDIDAS;ABANDONADAS;DESCONECTADAS;AHT;NDA;PREVISION;DESV. OFRECIDAS VS PREVISION
23/12/2024;Cita previa;Mediterráneo;Citas;Inglés;19;14;1;4;00:03:21;73,68%;;0,00%
23/12/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
23/12/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;800;768;27;5;00:04:00;96,00%;882,2880071;-9,33%
23/12/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;40;38;1;1;00:02:30;95,00%;;0,00%
23/12/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;2;0;2;0;00:00:00;0,00%;;0,00%
23/12/2024;Vithas 900;Global;Información;Castellano;42;42;0;0;00:02:04;100,00%;22,77073401;84,45%
24/12/2024;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
24/12/2024;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
24/12/2024;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,222143129;-100,00%
24/12/2024;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,111071564;-100,00%
24/12/2024;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,129583492;-100,00%
24/12/2024;Cita previa;Andalucía;Citas;Castellano;687;686;1;0;00:03:14;99,85%;2849,284723;-75,89%
24/12/2024;Cita previa;Andalucía;Citas;Inglés;22;19;2;1;00:04:18;86,36%;;0,00%
24/12/2024;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
24/12/2024;Cita previa;Andalucía;Radiodiagnóstico;Castellano;209;206;1;2;00:03:35;98,56%;734,5993491;-71,55%
24/12/2024;Cita previa;Andalucía;Radiodiagnóstico;Inglés;12;11;0;1;00:02:53;91,67%;;0,00%
24/12/2024;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
24/12/2024;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;607;605;0;2;00:03:20;99,67%;2340,565213;-74,07%
24/12/2024;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;2;2;0;0;00:00:26;100,00%;;0,00%
24/12/2024;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
24/12/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;172;168;3;1;00:03:28;97,67%;668,4452041;-74,27%
24/12/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
24/12/2024;Cita previa;Mediterráneo;Citas;Castellano;556;555;1;0;00:03:27;99,82%;2177,782471;-74,47%
24/12/2024;Cita previa;Mediterráneo;Citas;Catalán;66;66;0;0;00:03:07;100,00%;;0,00%
24/12/2024;Cita previa;Mediterráneo;Citas;Inglés;19;15;2;2;00:04:20;78,95%;;0,00%
24/12/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
24/12/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;253;246;4;3;00:04:18;97,23%;763,3424231;-66,86%
24/12/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;18;16;2;0;00:02:17;88,89%;;0,00%
24/12/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;3;1;1;1;00:03:49;33,33%;;0,00%
24/12/2024;Vithas 900;Global;Información;Castellano;19;19;0;0;00:02:53;100,00%;20,87317284;-8,97%
26/12/2024;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
26/12/2024;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
26/12/2024;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,181753469;-100,00%
26/12/2024;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,090876734;-100,00%
26/12/2024;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,106022857;-100,00%
26/12/2024;Cita previa;Andalucía;Citas;Castellano;2727;2563;145;19;00:03:43;93,99%;2332,437973;16,92%
26/12/2024;Cita previa;Andalucía;Citas;Inglés;71;63;1;7;00:03:42;88,73%;;0,00%
26/12/2024;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
26/12/2024;Cita previa;Andalucía;Radiodiagnóstico;Castellano;752;685;45;22;00:04:02;91,09%;604,3611449;24,43%
26/12/2024;Cita previa;Andalucía;Radiodiagnóstico;Inglés;15;8;2;5;00:07:35;53,33%;;0,00%
26/12/2024;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
26/12/2024;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;2713;2501;173;39;00:03:33;92,19%;1957,696237;38,58%
26/12/2024;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;1;0;1;0;00:00:00;0,00%;;0,00%
26/12/2024;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
26/12/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;763;706;51;6;00:03:57;92,53%;557,5334332;36,85%
26/12/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
26/12/2024;Cita previa;Mediterráneo;Citas;Castellano;1837;1725;88;24;00:03:48;93,90%;1638,557514;12,11%
26/12/2024;Cita previa;Mediterráneo;Citas;Catalán;10;9;1;0;00:01:35;90,00%;;0,00%
26/12/2024;Cita previa;Mediterráneo;Citas;Inglés;12;9;0;3;00:04:26;75,00%;;0,00%
26/12/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
26/12/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;749;702;35;12;00:04:03;93,72%;604,4582436;23,91%
26/12/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;3;3;0;0;00:01:42;100,00%;;0,00%
26/12/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;5;4;1;0;00:02:37;80,00%;;0,00%
26/12/2024;Vithas 900;Global;Información;Castellano;38;38;0;0;00:03:56;100,00%;17,0780505;122,51%
27/12/2024;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
27/12/2024;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
27/12/2024;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,161558639;-100,00%
27/12/2024;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,080779319;-100,00%
27/12/2024;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,094242539;-100,00%
27/12/2024;Cita previa;Andalucía;Citas;Castellano;2048;1979;62;7;00:03:42;96,63%;1800,424194;13,75%
27/12/2024;Cita previa;Andalucía;Citas;Inglés;59;44;8;7;00:03:04;74,58%;;0,00%
27/12/2024;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
27/12/2024;Cita previa;Andalucía;Radiodiagnóstico;Castellano;612;573;31;8;00:04:01;93,63%;468,6821243;30,58%
27/12/2024;Cita previa;Andalucía;Radiodiagnóstico;Inglés;23;6;6;11;00:04:50;26,09%;;0,00%
27/12/2024;Cita previa;Área Privada;Vithas PRI;Castellano;1;0;1;0;00:00:00;0,00%;;0,00%
27/12/2024;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
27/12/2024;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;2002;1901;80;21;00:03:33;94,96%;1538,622624;30,12%
27/12/2024;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;1;0;0;1;00:00:00;0,00%;;0,00%
27/12/2024;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;1;0;0;1;00:00:00;0,00%;;0,00%
27/12/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;583;528;41;14;00:04:03;90,57%;438,1312394;33,07%
27/12/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
27/12/2024;Cita previa;Mediterráneo;Citas;Castellano;1629;1573;48;8;00:03:45;96,56%;1361,640815;19,64%
27/12/2024;Cita previa;Mediterráneo;Citas;Catalán;163;147;11;5;00:03:06;90,18%;;0,00%
27/12/2024;Cita previa;Mediterráneo;Citas;Inglés;14;6;5;3;00:00:54;42,86%;;0,00%
27/12/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
27/12/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;669;581;54;34;00:04:05;86,85%;458,8578124;45,80%
27/12/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;17;16;1;0;00:03:07;94,12%;;0,00%
27/12/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;5;1;2;2;00:05:30;20,00%;;0,00%
27/12/2024;Vithas 900;Global;Información;Castellano;37;36;1;0;00:02:35;97,30%;15,18048934;143,73%
30/12/2024;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
30/12/2024;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
30/12/2024;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,229583329;-100,00%
30/12/2024;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,114791665;-100,00%
30/12/2024;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,133923609;-100,00%
30/12/2024;Cita previa;Andalucía;Citas;Castellano;2930;2715;152;63;00:03:35;92,66%;3324,36437;-11,86%
30/12/2024;Cita previa;Andalucía;Citas;Inglés;60;52;5;3;00:04:21;86,67%;;0,00%
30/12/2024;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
30/12/2024;Cita previa;Andalucía;Radiodiagnóstico;Castellano;894;821;53;20;00:04:09;91,83%;854,2256189;4,66%
30/12/2024;Cita previa;Andalucía;Radiodiagnóstico;Inglés;23;12;5;6;00:04:28;52,17%;;0,00%
30/12/2024;Cita previa;Área Privada;Vithas PRI;Castellano;1;0;1;0;00:00:00;0,00%;;0,00%
30/12/2024;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
30/12/2024;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;2938;2605;222;111;00:03:36;88,67%;2710,391643;8,40%
30/12/2024;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;3;2;1;0;00:04:10;66,67%;;0,00%
30/12/2024;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
30/12/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;814;755;48;11;00:03:38;92,75%;769,184566;5,83%
30/12/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;5;3;0;2;00:07:22;60,00%;;0,00%
30/12/2024;Cita previa;Mediterráneo;Citas;Castellano;2362;2173;118;71;00:03:40;92,00%;2500,759462;-5,55%
30/12/2024;Cita previa;Mediterráneo;Citas;Catalán;220;213;4;3;00:03:17;96,82%;;0,00%
30/12/2024;Cita previa;Mediterráneo;Citas;Inglés;6;4;1;1;00:05:37;66,67%;;0,00%
30/12/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
30/12/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;825;783;33;9;00:04:01;94,91%;835,8517962;-1,30%
30/12/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;33;32;1;0;00:03:38;96,97%;;0,00%
30/12/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;2;2;0;0;00:00:44;100,00%;;0,00%
30/12/2024;Vithas 900;Global;Información;Castellano;46;42;4;0;00:04:19;91,30%;21,57227432;113,24%
31/12/2024;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
31/12/2024;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
31/12/2024;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,210451385;-100,00%
31/12/2024;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,105225692;-100,00%
31/12/2024;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0,122763308;-100,00%
31/12/2024;Cita previa;Andalucía;Citas;Castellano;814;811;3;0;00:03:31;99,63%;2699,322369;-69,84%
31/12/2024;Cita previa;Andalucía;Citas;Inglés;32;29;3;0;00:05:06;90,63%;;0,00%
31/12/2024;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
31/12/2024;Cita previa;Andalucía;Radiodiagnóstico;Castellano;235;231;2;2;00:04:40;98,30%;695,9362255;-66,23%
31/12/2024;Cita previa;Andalucía;Radiodiagnóstico;Inglés;5;4;1;0;00:05:45;80,00%;;0,00%
31/12/2024;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
31/12/2024;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;772;766;5;1;00:03:33;99,22%;2217,37757;-65,18%
31/12/2024;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;3;2;1;0;00:03:45;66,67%;;0,00%
31/12/2024;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
31/12/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;206;198;6;2;00:03:47;96,12%;633,2638775;-67,47%
31/12/2024;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
31/12/2024;Cita previa;Mediterráneo;Citas;Castellano;654;650;3;1;00:03:38;99,39%;2191,265525;-70,15%
31/12/2024;Cita previa;Mediterráneo;Citas;Catalán;68;68;0;0;00:02:44;100,00%;;0,00%
31/12/2024;Cita previa;Mediterráneo;Citas;Inglés;5;5;0;0;00:04:37;100,00%;;0,00%
31/12/2024;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
31/12/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;260;251;3;6;00:04:04;96,54%;755,1923021;-65,57%
31/12/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;16;13;1;2;00:02:01;81,25%;;0,00%
31/12/2024;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;0;0;0;0;00:00:00;0,00%;;0,00%
31/12/2024;Vithas 900;Global;Información;Castellano;14;14;0;0;00:04:21;100,00%;19,77458479;-29,20%
02/01/2025;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
02/01/2025;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
02/01/2025;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0;0,00%
02/01/2025;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0;0,00%
02/01/2025;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0;0,00%
02/01/2025;Cita previa;Andalucía;Citas;Castellano;3146;2842;259;45;00:03:38;90,34%;2965,695034;6,08%
02/01/2025;Cita previa;Andalucía;Citas;Inglés;47;40;5;2;00:03:12;85,11%;;0,00%
02/01/2025;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
02/01/2025;Cita previa;Andalucía;Radiodiagnóstico;Castellano;738;677;54;7;00:03:51;91,73%;773,8222395;-4,63%
02/01/2025;Cita previa;Andalucía;Radiodiagnóstico;Inglés;10;5;3;2;00:05:09;50,00%;;0,00%
02/01/2025;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
02/01/2025;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;3324;2818;351;155;00:03:32;84,78%;2512,079145;32,32%
02/01/2025;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;2;2;0;0;00:03:04;100,00%;;0,00%
02/01/2025;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
02/01/2025;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;804;745;53;6;00:03:47;92,66%;701,6618419;14,59%
02/01/2025;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;4;1;0;3;00:04:33;25,00%;;0,00%
02/01/2025;Cita previa;Mediterráneo;Citas;Castellano;2850;2501;267;82;00:03:30;87,75%;2283,270674;24,82%
02/01/2025;Cita previa;Mediterráneo;Citas;Catalán;268;254;9;5;00:02:58;94,78%;;0,00%
02/01/2025;Cita previa;Mediterráneo;Citas;Inglés;19;17;0;2;00:04:54;89,47%;;0,00%
02/01/2025;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
02/01/2025;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;1011;904;86;21;00:04:04;89,42%;779,7320438;29,66%
02/01/2025;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;27;26;1;0;00:02:55;96,30%;;0,00%
02/01/2025;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;2;1;1;0;00:01:57;50,00%;;0,00%
02/01/2025;Vithas 900;Global;Información;Castellano;56;54;2;0;00:03:35;96,43%;37,47408825;49,44%
03/01/2025;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
03/01/2025;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
03/01/2025;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0;0,00%
03/01/2025;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0;0,00%
03/01/2025;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0;0,00%
03/01/2025;Cita previa;Andalucía;Citas;Castellano;2207;2155;47;5;00:03:40;97,64%;2179,211341;1,28%
03/01/2025;Cita previa;Andalucía;Citas;Inglés;69;61;5;3;00:03:57;88,41%;;0,00%
03/01/2025;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
03/01/2025;Cita previa;Andalucía;Radiodiagnóstico;Castellano;693;644;38;11;00:04:03;92,93%;571,6086628;21,24%
03/01/2025;Cita previa;Andalucía;Radiodiagnóstico;Inglés;21;12;3;6;00:07:34;57,14%;;0,00%
03/01/2025;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
03/01/2025;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;2182;2128;44;10;00:03:33;97,53%;1881,174093;15,99%
03/01/2025;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;1;1;0;0;00:07:52;100,00%;;0,00%
03/01/2025;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
03/01/2025;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;606;557;39;10;00:03:58;91,91%;525,4727099;15,32%
03/01/2025;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;3;0;2;1;00:00:00;0,00%;;0,00%
03/01/2025;Cita previa;Mediterráneo;Citas;Castellano;1900;1827;66;7;00:03:36;96,16%;1610,181297;18,00%
03/01/2025;Cita previa;Mediterráneo;Citas;Catalán;177;169;6;2;00:03:12;95,48%;;0,00%
03/01/2025;Cita previa;Mediterráneo;Citas;Inglés;23;19;3;1;00:04:46;82,61%;;0,00%
03/01/2025;Cita previa;Mediterráneo;Contingencia;Castellano;1;0;1;0;00:00:00;0,00%;;0,00%
03/01/2025;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;652;620;27;5;00:04:09;95,09%;541,348367;20,44%
03/01/2025;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;23;22;0;1;00:02:41;95,65%;;0,00%
03/01/2025;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;3;1;1;1;00:12:38;33,33%;;0,00%
03/01/2025;Vithas 900;Global;Información;Castellano;38;36;0;2;00:03:43;94,74%;31,72409587;19,78%
07/01/2025;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
07/01/2025;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
07/01/2025;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0;0,00%
07/01/2025;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0;0,00%
07/01/2025;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0;0,00%
07/01/2025;Cita previa;Andalucía;Citas;Castellano;5264;4365;651;248;00:03:51;82,92%;5470,062675;-3,77%
07/01/2025;Cita previa;Andalucía;Citas;Inglés;123;109;10;4;00:04:08;88,62%;;0,00%
07/01/2025;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
07/01/2025;Cita previa;Andalucía;Radiodiagnóstico;Castellano;1264;1149;99;16;00:03:59;90,90%;1419,804596;-10,97%
07/01/2025;Cita previa;Andalucía;Radiodiagnóstico;Inglés;30;22;7;1;00:04:54;73,33%;;0,00%
07/01/2025;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
07/01/2025;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;5357;4112;842;403;00:03:38;76,76%;4537,865747;18,05%
07/01/2025;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;18;6;10;2;00:04:15;33,33%;;0,00%
07/01/2025;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
07/01/2025;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;1094;1021;67;6;00:04:04;93,33%;1270,774645;-13,91%
07/01/2025;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;3;2;1;0;00:11:23;66,67%;;0,00%
07/01/2025;Cita previa;Mediterráneo;Citas;Castellano;4764;3878;656;230;00:03:46;81,40%;4343,88605;9,67%
07/01/2025;Cita previa;Mediterráneo;Citas;Catalán;363;334;25;4;00:03:17;92,01%;;0,00%
07/01/2025;Cita previa;Mediterráneo;Citas;Inglés;21;16;3;2;00:04:32;76,19%;;0,00%
07/01/2025;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
07/01/2025;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;1381;1268;92;21;00:04:16;91,82%;1493,181936;-7,51%
07/01/2025;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;44;42;2;0;00:03:45;95,45%;;0,00%
07/01/2025;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;2;2;0;0;00:03:45;100,00%;;0,00%
07/01/2025;Vithas 900;Global;Información;Castellano;89;80;9;0;00:03:18;89,89%;69,30833723;28,41%
08/01/2025;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
08/01/2025;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
08/01/2025;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0;0,00%
08/01/2025;Campaña Top Doctor;Madrid, Norte y Canarias;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0;0,00%
08/01/2025;Campaña Top Doctor;Mediterráneo;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0;0,00%
08/01/2025;Cita previa;Andalucía;Citas;Castellano;3849;3558;227;64;00:03:55;92,44%;4557,075914;-15,54%
08/01/2025;Cita previa;Andalucía;Citas;Inglés;93;87;5;1;00:03:27;93,55%;;0,00%
08/01/2025;Cita previa;Andalucía;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
08/01/2025;Cita previa;Andalucía;Radiodiagnóstico;Castellano;1136;1058;57;21;00:04:10;93,13%;1182,976253;-3,97%
08/01/2025;Cita previa;Andalucía;Radiodiagnóstico;Inglés;21;17;2;2;00:05:03;80,95%;;0,00%
08/01/2025;Cita previa;Madrid, Norte y Canarias;BackOffice;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
08/01/2025;Cita previa;Madrid, Norte y Canarias;Citas;Castellano;3845;3541;239;65;00:03:44;92,09%;3765,711456;2,11%
08/01/2025;Cita previa;Madrid, Norte y Canarias;Citas;Inglés;1;1;0;0;00:13:48;100,00%;;0,00%
08/01/2025;Cita previa;Madrid, Norte y Canarias;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
08/01/2025;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Castellano;883;847;34;2;00:04:08;95,92%;1051,921964;-16,06%
08/01/2025;Cita previa;Madrid, Norte y Canarias;Radiodiagnóstico;Inglés;3;3;0;0;00:03:13;100,00%;;0,00%
08/01/2025;Cita previa;Mediterráneo;Citas;Castellano;3305;3074;195;36;00:03:46;93,01%;3460,319844;-4,49%
08/01/2025;Cita previa;Mediterráneo;Citas;Catalán;297;263;22;12;00:03:16;88,55%;;0,00%
08/01/2025;Cita previa;Mediterráneo;Citas;Inglés;24;18;4;2;00:04:07;75,00%;;0,00%
08/01/2025;Cita previa;Mediterráneo;Contingencia;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
08/01/2025;Cita previa;Mediterráneo;Radiodiagnóstico;Castellano;1047;1004;38;5;00:04:12;95,89%;1181,80377;-11,41%
08/01/2025;Cita previa;Mediterráneo;Radiodiagnóstico;Catalán;43;42;1;0;00:03:02;97,67%;;0,00%
08/01/2025;Cita previa;Mediterráneo;Radiodiagnóstico;Inglés;4;2;1;1;00:03:34;50,00%;;0,00%
08/01/2025;Vithas 900;Global;Información;Castellano;83;79;4;0;00:03:30;95,18%;55,87391824;48,55%
09/01/2025;Campaña Mutua;Global;Información;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
09/01/2025;Campaña Sin Esperas;Global;Citas;Castellano;0;0;0;0;00:00:00;0,00%;;0,00%
09/01/2025;Campaña Top Doctor;Andalucía;Citas;Castellano;0;0;0;0;00:00:00;0,00%;0;0,00%
